"q VT <1y", "q VT 1-5y", "q VT 6-14y", "q VT 15-20y", "q VT 21-49y", "q VT 50+", "q NVT <1y", "q NVT 1-5y", "q NVT 6-14y", "q NVT 15-20y", "q NVT 21-49y", "q NVT 50+", "Comp", "CCR VT <1y", "CCR VT 1-5y", "CCR VT 6-14y", "CCR VT 15-20y", "CCR VT 21-49y", "CCR VT 50+", "CCR NVT <1y", "CCR NVT 1-5y", "CCR NVT 6-14y", "CCR NVT 15-20y", "CCR NVT 21-49y", "CCR NVT 50+", "VaccEff", "VaccEffDis", "PartP%", "DurProtFullYears", "vacc_cov_sim_sav"
NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
0.00220144663619563, 0.00393039720207512, 0.00259355730848092, 0.000995186948259261, 0.000995186948259261, 0.000995186948259261, 0.00491448304275968, 0.00695286059246181, 0.00308029351253019, 0.00170239823459592, 0.00170239823459592, 0.00170239823459592, 0.545882535223874, 0.000604054611643587, 0.000295106435828633, 2.99763527005448e-05, 2.88839087648466e-05, 2.88839087648466e-05, 2.88839087648466e-05, 0.000151414968501261, 2.32231905739422e-05, 4.08702937659275e-06, 3.31479795660937e-06, 3.31479795660937e-06, 3.31479795660937e-06, 0.597744736892534, 0.569448166517496, 1.07493656933989, 7.43476857518889, 0.780411354585056
0.00215180868505873, 0.00529740534129929, 0.00375568164199263, 0.00113090055909198, 0.00113090055909198, 0.00113090055909198, 0.00369571986346, 0.00621572764557632, 0.00331067322042218, 0.00199164642411377, 0.00199164642411377, 0.00199164642411377, 0.24078864375668, 0.000745850805357534, 0.000251187396460708, 1.80049326881587e-05, 1.76172427553268e-05, 1.76172427553268e-05, 1.76172427553268e-05, 0.00018010731176172, 2.42788736571442e-05, 4.27640315271241e-06, 3.0632709332965e-06, 3.0632709332965e-06, 3.0632709332965e-06, 0.611472904187917, 0.630486154189132, 1.01637216762995, 5.74248149979013, 0.816481202921837
0.00233198886633874, 0.00526060298446787, 0.00334620129027447, 0.00110100104384356, 0.00110100104384356, 0.00110100104384356, 0.00385732983638563, 0.00631652107462749, 0.00305440112037005, 0.00199147611739591, 0.00199147611739591, 0.00199147611739591, 0.270367322801912, 0.000596915709982159, 0.000250273864273693, 2.28219625062994e-05, 2.20081654907676e-05, 2.20081654907676e-05, 2.20081654907676e-05, 0.000167354032445269, 2.40386711112599e-05, 4.28269722532778e-06, 3.0138663690315e-06, 3.0138663690315e-06, 3.0138663690315e-06, 0.633986457939046, 0.534262379692636, 1.0197586682541, 5.28409760232339, 0.566698278482295
0.00230765825154515, 0.00630768161060126, 0.00325154359177529, 0.00109929944169743, 0.00109929944169743, 0.00109929944169743, 0.00312360759593005, 0.00686045298876001, 0.00325133483752788, 0.00200767785620462, 0.00200767785620462, 0.00200767785620462, 0.202017974858526, 0.000680521470859333, 0.00024238264924737, 2.23615876425073e-05, 2.18739679338598e-05, 2.18739679338598e-05, 2.18739679338598e-05, 0.000147681037173585, 2.96912539479088e-05, 6.20400840065857e-06, 2.97997007510338e-06, 2.97997007510338e-06, 2.97997007510338e-06, 0.509070825334004, 0.787346587787062, 1.00441662574866, 5.7067529335061, 0.666511345804545
0.001838922441764, 0.00621050184510905, 0.00327436191762485, 0.00124908571912818, 0.00124908571912818, 0.00124908571912818, 0.00300395020137463, 0.00687127413327793, 0.00337424393556113, 0.00197575182027415, 0.00197575182027415, 0.00197575182027415, 0.243433733478697, 0.000773763781042064, 0.000214897946555785, 2.99316017623613e-05, 1.34489959482913e-05, 1.34489959482913e-05, 1.34489959482913e-05, 0.000130320299116089, 2.35819583965699e-05, 3.70426766975735e-06, 3.35971485375067e-06, 3.35971485375067e-06, 3.35971485375067e-06, 0.542200317466037, 0.761303886803986, 0.990131658056083, 8.01130863761167, 0.657792254391888
0.0026095354039649, 0.00634858831952846, 0.00324771271067964, 0.00111078721543285, 0.00111078721543285, 0.00111078721543285, 0.00318982538222304, 0.00649748814416684, 0.00384253834582433, 0.00190627730129602, 0.00190627730129602, 0.00190627730129602, 0.216407693651857, 0.000768788118011017, 0.000222406373514727, 2.69658828760916e-05, 1.8819712229789e-05, 1.8819712229789e-05, 1.8819712229789e-05, 0.0001316919493691, 2.64417205139647e-05, 4.66804499091701e-06, 3.25322822310969e-06, 3.25322822310969e-06, 3.25322822310969e-06, 0.504758241497309, 0.919714924647358, 1.06998387325775, 6.8343789969592, 0.653698388604242
0.00253240770050137, 0.00569861320697204, 0.00314962417555603, 0.00127956177115271, 0.00127956177115271, 0.00127956177115271, 0.00388312880041707, 0.00661476613361947, 0.00354866068902886, 0.00188964231126825, 0.00188964231126825, 0.00188964231126825, 0.223052646642872, 0.000667241280243555, 0.000252404542250203, 3.48946902122086e-05, 2.05720269806649e-05, 2.05720269806649e-05, 2.05720269806649e-05, 0.000144402589284746, 2.69854340283775e-05, 3.14777181067566e-06, 2.99285782271349e-06, 2.99285782271349e-06, 2.99285782271349e-06, 0.513156840785041, 0.810695018155516, 1.00306440802067, 7.04741795385767, 0.682428521736897
0.00225520553619788, 0.00568979288032977, 0.00315991359611094, 0.00117147056688475, 0.00117147056688475, 0.00117147056688475, 0.00370430574623361, 0.00693530595843706, 0.00345140505790566, 0.00186606102181119, 0.00186606102181119, 0.00186606102181119, 0.254678435647384, 0.000840240178268518, 0.00026912676035235, 2.6238984033803e-05, 2.14965735066562e-05, 2.14965735066562e-05, 2.14965735066562e-05, 0.000129083836300326, 2.08073852228438e-05, 2.91716498354196e-06, 3.1802040488019e-06, 3.1802040488019e-06, 3.1802040488019e-06, 0.486590542712644, 0.686412351278041, 0.96128839489987, 9.20219098146309, 0.652681075442037
0.00235463861876949, 0.00568735468794285, 0.00318491421998251, 0.00130867549786566, 0.00130867549786566, 0.00130867549786566, 0.00344617147266891, 0.00669208518673069, 0.00330348879291101, 0.00194593677257741, 0.00194593677257741, 0.00194593677257741, 0.216546652799185, 0.000752949087691852, 0.00024507084213563, 3.09360330105415e-05, 1.64535526423994e-05, 1.64535526423994e-05, 1.64535526423994e-05, 0.000172104968222138, 2.76704172513368e-05, 4.71195917549013e-06, 2.67476221639317e-06, 2.67476221639317e-06, 2.67476221639317e-06, 0.48518312396566, 0.669243657165348, 1.03299824986913, 6.40948801252931, 0.625992559611306
0.00289944234084313, 0.00548023350213398, 0.00318827337675821, 0.00131223376065261, 0.00131223376065261, 0.00131223376065261, 0.00340670134215566, 0.00654984596201416, 0.00375628483759518, 0.00185127064200108, 0.00185127064200108, 0.00185127064200108, 0.206007593583744, 0.00064332713485445, 0.000245872651875472, 3.40713497378881e-05, 1.61446275396714e-05, 1.61446275396714e-05, 1.61446275396714e-05, 0.000140532891462675, 2.81251620717768e-05, 2.95005166748246e-06, 2.84419620378703e-06, 2.84419620378703e-06, 2.84419620378703e-06, 0.514810805200919, 0.757797551379805, 1.06735649753427, 7.13774177922745, 0.593880651749117
0.00228764086440378, 0.00563031256500919, 0.00331761173454784, 0.00110603432257453, 0.00110603432257453, 0.00110603432257453, 0.00360054879288448, 0.00635275166973609, 0.00377516925701163, 0.00180660268780268, 0.00180660268780268, 0.00180660268780268, 0.285924069494361, 0.000752984994258543, 0.000251637522162638, 2.84414474428478e-05, 2.15399434359439e-05, 2.15399434359439e-05, 2.15399434359439e-05, 0.000126254938439411, 2.50272253577358e-05, 3.77935897769061e-06, 2.94415405074552e-06, 2.94415405074552e-06, 2.94415405074552e-06, 0.53188976665303, 0.925125051294315, 1.07808611684322, 7.64216395476739, 0.70135657090358
0.00254489830960156, 0.00563954251520309, 0.00340154010344586, 0.00132804728002719, 0.00132804728002719, 0.00132804728002719, 0.00355159232391728, 0.00681370715764408, 0.00361104221138814, 0.00180387905988753, 0.00180387905988753, 0.00180387905988753, 0.161872784997779, 0.00064826640060959, 0.000297528806990926, 3.52201111853034e-05, 1.63200866875723e-05, 1.63200866875723e-05, 1.63200866875723e-05, 0.000175737455518963, 2.60184776148741e-05, 3.74553778190168e-06, 3.7168767836143e-06, 3.7168767836143e-06, 3.7168767836143e-06, 0.437022207359249, 0.722775887979444, 0.913354895046654, 10.0007622331746, 0.623583036896857
